   1.47647    7.85875    5.12386 6.12345 1
   4.88101    7.88778    5.12386 6.12345 2
   4.05395    7.84112    5.12386 6.12345 2
   2.04128    8.10217    5.12386 6.12345 1
   1.80287    7.21798    5.12386 6.12345 1
   2.57394    6.72470    5.12386 6.12345 1
   2.93482    7.01818    5.12386 6.12345 1
   2.59816    7.84566    5.12386 6.12345 1
   3.30190    8.89487    5.12386 6.12345 2
   2.44510    7.71227    5.12386 6.12345 2
   3.08702   10.76543    5.12386 6.12345 2
   4.07360   10.76906    5.12386 6.12345 2
   3.11144    6.51395    5.12386 6.12345 1
   2.01949    9.50713    5.12386 6.12345 2
   1.91794    8.48289    5.12386 6.12345 1
   2.28606    6.64487    5.12386 6.12345 1
   3.10563    9.17795    5.12386 6.12345 2
   2.91902    6.53033    5.12386 6.12345 1
   3.29961   10.08859    5.12386 6.12345 2
   2.21061    6.53433    5.12386 6.12345 1
   3.06259    8.92392    5.12386 6.12345 2
   2.51425    7.69242    5.12386 6.12345 2
   2.72831    8.19365    5.12386 6.12345 2
   3.77523    8.54243    5.12386 6.12345 2
   1.07969    6.36785    5.12386 6.12345 1
   2.80102    7.01558    5.12386 6.12345 1
   2.95138    6.61274    5.12386 6.12345 1
   4.92229    8.80495    5.12386 6.12345 2
   4.77819    7.71571    5.12386 6.12345 2
   3.14865    7.07333    5.12386 6.12345 2
   3.24948    8.36215    5.12386 6.12345 2
   3.45857    8.81680    5.12386 6.12345 2
   4.18951    7.88800    5.12386 6.12345 2
   2.43838    7.96864    5.12386 6.12345 1
   2.82065    6.86892    5.12386 6.12345 1
   3.89421    8.96863    5.12386 6.12345 2
   2.80942    9.14405    5.12386 6.12345 2
   3.67265    8.41133    5.12386 6.12345 2
   1.71276    8.55324    5.12386 6.12345 1
   2.86558    6.78141    5.12386 6.12345 1
   1.24913    7.57832    5.12386 6.12345 1
   1.50118    8.12550    5.12386 6.12345 1
   2.12699    7.94938    5.12386 6.12345 1
   4.34064    9.67896    5.12386 6.12345 2
   2.37302    8.47423    5.12386 6.12345 2
   3.60488    6.31897    5.12386 6.12345 2
   2.37111    6.75913    5.12386 6.12345 1
   2.95780    7.75575    5.12386 6.12345 1
   3.72750    9.04551    5.12386 6.12345 2
   1.97197    7.31594    5.12386 6.12345 1
   4.62729    8.33371    5.12386 6.12345 2
   2.13270    7.82505    5.12386 6.12345 1
   2.12881    6.10546    5.12386 6.12345 1
   2.46466    6.22432    5.12386 6.12345 1
   3.05795    7.10351    5.12386 6.12345 1
   2.58413   10.42644    5.12386 6.12345 2
   
